,t,T,process
4261,11.033333333335037,305.676,DoE2_R2
4262,11.04166666666837,305.73699999999997,DoE2_R2
4263,11.05000000000171,305.73699999999997,DoE2_R2
4264,11.058333333335042,305.822,DoE2_R2
4265,11.066666666668375,305.822,DoE2_R2
4266,11.075000000001708,305.85999999999996,DoE2_R2
4267,11.083333333335041,305.85999999999996,DoE2_R2
4268,11.091666666668381,305.85999999999996,DoE2_R2
4269,11.100000000001714,305.929,DoE2_R2
4270,11.108333333335047,305.929,DoE2_R2
4271,11.116666666668387,305.929,DoE2_R2
4272,11.12500000000172,305.99699999999996,DoE2_R2
4273,11.133333333335052,305.99699999999996,DoE2_R2
4274,11.141666666668385,305.99699999999996,DoE2_R2
4275,11.150000000001718,305.99699999999996,DoE2_R2
4276,11.158333333335058,305.99699999999996,DoE2_R2
4277,11.166666666668391,306.037,DoE2_R2
4278,11.175000000001724,306.037,DoE2_R2
4279,11.183333333335064,306.037,DoE2_R2
4280,11.191666666668397,306.037,DoE2_R2
4281,11.20000000000173,306.11899999999997,DoE2_R2
4282,11.208333333335062,306.11899999999997,DoE2_R2
4283,11.216666666668395,306.11899999999997,DoE2_R2
4284,11.225000000001735,306.17199999999997,DoE2_R2
4285,11.233333333335068,306.17199999999997,DoE2_R2
4286,11.2416666666684,306.17199999999997,DoE2_R2
4287,11.25000000000174,306.238,DoE2_R2
4288,11.258333333335074,306.238,DoE2_R2
4289,11.266666666668407,306.238,DoE2_R2
4290,11.27500000000174,306.317,DoE2_R2
4291,11.283333333335072,306.317,DoE2_R2
4292,11.291666666668412,306.37,DoE2_R2
4293,11.300000000001745,306.37,DoE2_R2
4294,11.308333333335078,306.37,DoE2_R2
4295,11.316666666668418,306.423,DoE2_R2
4296,11.32500000000175,306.423,DoE2_R2
4297,11.333333333335084,306.423,DoE2_R2
4298,11.341666666668416,306.423,DoE2_R2
4299,11.35000000000175,306.484,DoE2_R2
4300,11.35833333333509,306.484,DoE2_R2
4301,11.366666666668422,306.54499999999996,DoE2_R2
4302,11.375000000001755,306.54499999999996,DoE2_R2
4303,11.383333333335095,306.616,DoE2_R2
4304,11.391666666668428,306.616,DoE2_R2
4305,11.40000000000176,306.616,DoE2_R2
4306,11.408333333335094,306.616,DoE2_R2
4307,11.416666666668426,306.616,DoE2_R2
4308,11.425000000001766,306.616,DoE2_R2
4309,11.4333333333351,306.616,DoE2_R2
4310,11.441666666668432,306.616,DoE2_R2
4311,11.450000000001772,306.616,DoE2_R2
4312,11.458333333335105,306.616,DoE2_R2
4313,11.466666666668438,306.68199999999996,DoE2_R2
4314,11.47500000000177,306.68199999999996,DoE2_R2
4315,11.483333333335104,306.73299999999995,DoE2_R2
4316,11.491666666668443,306.73299999999995,DoE2_R2
4317,11.500000000001776,306.79999999999995,DoE2_R2
4318,11.50833333333511,306.79999999999995,DoE2_R2
4319,11.51666666666845,306.84799999999996,DoE2_R2
4320,11.524722222224007,306.84799999999996,DoE2_R2
4321,11.533333333335115,306.84799999999996,DoE2_R2
4322,11.541666666668448,306.945,DoE2_R2
4323,11.55000000000178,306.945,DoE2_R2
4324,11.55833333333512,307.006,DoE2_R2
4325,11.566666666668453,307.006,DoE2_R2
4326,11.575000000001786,307.097,DoE2_R2
4327,11.58333333333512,307.097,DoE2_R2
4328,11.591666666668452,307.097,DoE2_R2
4329,11.600000000001785,307.162,DoE2_R2
4330,11.608333333335118,307.162,DoE2_R2
4331,11.616666666668458,307.162,DoE2_R2
4332,11.62500000000179,307.207,DoE2_R2
4333,11.633333333335123,307.207,DoE2_R2
4334,11.641666666668463,307.207,DoE2_R2
4335,11.650000000001796,307.274,DoE2_R2
4336,11.658333333335129,307.274,DoE2_R2
4337,11.666666666668462,307.397,DoE2_R2
4338,11.675000000001795,307.43699999999995,DoE2_R2
4339,11.683333333335135,307.50199999999995,DoE2_R2
4340,11.691666666668468,307.50199999999995,DoE2_R2
4341,11.7000000000018,307.606,DoE2_R2
4342,11.70833333333514,307.606,DoE2_R2
4343,11.716666666668473,307.67699999999996,DoE2_R2
4344,11.725000000001806,307.712,DoE2_R2
4345,11.733333333335139,307.75699999999995,DoE2_R2
4346,11.741666666668472,307.794,DoE2_R2
4347,11.750000000001805,307.88199999999995,DoE2_R2
4348,11.758333333335138,307.933,DoE2_R2
4349,11.766666666668478,307.98699999999997,DoE2_R2
4350,11.77500000000181,308.03299999999996,DoE2_R2
4351,11.783333333335143,308.115,DoE2_R2
4352,11.791666666668476,308.17499999999995,DoE2_R2
4353,11.800000000001809,308.253,DoE2_R2
4354,11.808333333335149,308.27099999999996,DoE2_R2
4355,11.816666666668482,308.27099999999996,DoE2_R2
4356,11.825000000001815,308.33599999999996,DoE2_R2
4357,11.833333333335155,308.33599999999996,DoE2_R2
4358,11.841666666668488,308.46,DoE2_R2
4359,11.85000000000182,308.501,DoE2_R2
4360,11.858333333335153,308.567,DoE2_R2
4361,11.866388888890704,308.567,DoE2_R2
4362,11.875000000001819,308.638,DoE2_R2
4363,11.883055555557377,308.638,DoE2_R2
4364,11.891666666668492,308.734,DoE2_R2
4365,11.900000000001818,308.77799999999996,DoE2_R2
4366,11.90833333333515,308.77799999999996,DoE2_R2
4367,11.916666666668483,308.875,DoE2_R2
4368,11.925000000001823,308.93899999999996,DoE2_R2
4369,11.933333333335156,308.977,DoE2_R2
4370,11.941666666668489,308.977,DoE2_R2
4371,11.950000000001829,309.092,DoE2_R2
4372,11.958333333335162,309.092,DoE2_R2
4373,11.966666666668495,309.15299999999996,DoE2_R2
4374,11.975000000001828,309.15299999999996,DoE2_R2
4375,11.98333333333516,309.256,DoE2_R2
4376,11.9916666666685,309.311,DoE2_R2
4377,12.000000000001833,309.36199999999997,DoE2_R2
4378,12.008333333335166,309.36199999999997,DoE2_R2
4379,12.016666666668506,309.46299999999997,DoE2_R2
4380,12.025000000001839,309.46299999999997,DoE2_R2
4381,12.033333333335172,309.53,DoE2_R2
4382,12.041666666668505,309.53,DoE2_R2
4383,12.050000000001837,309.618,DoE2_R2
4384,3.197442310920451e-14,304.18699999999995,DoE2_R4
4385,0.008333333333368387,304.121,DoE2_R4
4386,0.0166666666667048,304.121,DoE2_R4
4387,0.02500000000003766,304.121,DoE2_R4
4388,0.03333333333337052,304.121,DoE2_R4
4389,0.04166666666670693,304.121,DoE2_R4
